5732736.6532469,1217302.81843465,2508316.54098308
-5710621.18108253,-1317058.99898684,-2508367.77135611
2441768.26748338,422504.584651278,6715518.0674784
-1583715.48527257,438324.469508397,6966967.93676468
-5106380.76145338,314979.432349307,5006454.71237129
-7007806.22583509,91630.6509576318,1456427.49071864
-6684302.72830685,-160810.214681849,-2556005.16861225
-4238580.34356739,-362194.973390525,-5756924.24677829
-447138.648122894,-448585.3871951,-7130060.55307519
3486266.40876991,-392553.110118118,-6239453.01237121
6312806.51365962,-211887.994226368,-3367863.22610767
7135075.15462178,36050.0627032272,572999.338260599
5692007.8480235,272542.479442119,4331938.66135099
177688.680704817,1195536.5386947,7055355.72655017
-1794546.99640394,-2285078.98858388,6541937.0529224
-3197026.68181762,-5040198.08258369,3951499.58811018
-3584472.9848653,-6195089.89770106,106488.924034901
-2833874.44189411,-5383084.44271187,-3772331.22100669
-1183540.78682152,-2861987.71221881,-6453462.85739737
842558.70556731,567769.89506487,-7085665.63455402
2601151.76217385,3817264.57233583,-5468219.63766075
3533897.5131503,5854804.71939278,-2114652.54240386
3344655.77302818,6033485.73611586,1910301.79364536
2093509.45717802,4296577.66219524,5328748.80775967
-272047.786085379,-427245.327946612,7140194.44711437
1711974.17673027,-3705161.06655017,5880463.51913678
3152456.43466557,-5806714.34594115,2753726.97320303
3592056.04878733,-6064676.84877882,-1247298.42981766
2891203.24767434,-4397147.30308815,-4852315.39436081
1272413.84369072,-1333554.55742522,-6916756.50601665
-750357.965218105,2153432.33777399,-6785176.29847832
-2534896.42194622,4956719.68115578,-4499350.55793791
-3514623.17542864,6186283.54827829,-785012.806144114
-3378481.90385316,5451746.09901328,3178560.964965
-2169696.49901673,2986317.78350877,6132964.08833631
1583715.48527257,-438324.469508398,6966967.93676468
5106380.76145338,-314979.432349308,5006454.71237129
7007806.22583509,-91630.6509576327,1456427.49071864
6684302.72830685,160810.214681848,-2556005.16861225
4238580.34356739,362194.973390525,-5756924.24677829
447138.648122894,448585.3871951,-7130060.55307519
-3486266.40876991,392553.110118119,-6239453.01237121
-6312806.51365962,211887.994226369,-3367863.22610767
-7135075.15462178,-36050.0627032263,572999.338260599
-5692007.8480235,-272542.479442119,4331938.66135099
-2441768.26748338,-422504.584651278,6715518.0674784
1794546.99640394,2285078.98858388,6541937.0529224
3197026.68181763,5040198.08258369,3951499.58811018
3584472.98486531,6195089.89770106,106488.924034901
2833874.44189411,5383084.44271187,-3772331.22100669
1183540.78682152,2861987.71221881,-6453462.85739737
-842558.70556731,-567769.89506487,-7085665.63455402
-2601151.76217385,-3817264.57233583,-5468219.63766075
-3533897.51315031,-5854804.71939278,-2114652.54240386
-3344655.77302818,-6033485.73611586,1910301.79364536
-2093509.45717802,-4296577.66219524,5328748.80775967
-177688.680704817,-1195536.5386947,7055355.72655017
-1711974.17673028,3705161.06655017,5880463.51913678
