0,12749139.1801871,8661901.63553242,7446714.52754977,6887862.97915996,7317051.445156,8473941.86615088,9820789.15730342,10937859.7715391,11576355.9192564,11619362.3968413,11059509.6907778,9997634.00973731,2577335.826817,2884371.64679849,6043618.11694538,9072193.97662911,11450900.3917564,12941447.6169079,13410262.9468007,12816514.4422322,11211992.3166896,8741455.75033167,5659232.89798783,4646647.20735205,5388232.62225673,7511802.53274141,9750706.03401334,11519961.3772797,12545063.3631442,12698476.9044316,11962360.0380718,10425083.7840048,8302469.23668691,6038601.61047745,9453904.65595793,8415561.01575075,7678009.9442855,7585209.88802047,8186702.0225459,9186943.20278139,10205467.9121352,10954726.3957807,11266304.329337,11078092.5785864,10427118.7675185,11213895.7094114,8789902.20523126,5780418.58800101,2850583.18260552,3070620.86832644,6075215.66818615,9046538.87632537,11399916.7209508,12883545.8011075,13359801.4374908,12786145.962613,9801777.37124022,7443966.76686093,5131034.51757961,4248974.4197659,5763531.70787449,8185745.62980593,10425482.7796414,12043114.9976503,12825936.1945477,12685180.074388,11636328.8780745
12749139.1801871,0,10358042.3747972,11274012.580522,11650470.0907284,11421003.8561864,10625527.4670701,9417483.67324764,8092479.68994429,7117977.33001815,6994797.99977932,7799035.28091765,9087431.1970405,13291387.0512778,13234502.300602,12132756.8316195,10084124.0218271,7284216.13979234,4093181.35545101,2073484.47553931,4432801.2815617,7611285.13794238,10343640.4124046,12298433.7680542,12770302.8653334,12463413.0446367,11289136.1557699,9394677.29909808,7086861.66455034,5041012.66211751,4658554.90840086,6346052.26286271,8673328.27658127,10745563.7603716,12174475.3834888,9776363.22101911,10654357.5983283,11161687.6518218,11192278.2645991,10740097.3868829,9898473.28244996,8869733.00019911,7972257.65348678,7578453.07369111,7889527.75615514,8744386.99380809,7634687.61597035,10320952.6054004,12251769.7736068,13236400.8015941,13184970.6085922,12102095.7335739,10087018.5230476,7341737.24702398,4255730.62405068,2396118.36522221,4551798.45292789,9331017.44850563,11323838.9723732,12563799.585748,12904380.0394977,12308423.9142739,10841699.437123,8685556.53226157,6209204.22112826,4312660.98886157,4680705.25722616,6887176.4774425
8661901.63553242,10358042.3747972,0,4033360.47846248,7739962.07827832,10819517.9818389,13022540.884662,14170554.9730425,14170554.9730425,13022540.884662,10819517.9818389,7739962.07827832,4033360.47846249,7295169.17321989,8321057.78521689,9788426.53048767,11158070.392169,12091281.7425797,12410256.5473286,12060983.7584511,11102762.5015733,9719750.8552344,8259363.47290949,7268986.46885321,12333593.837917,11693528.8200545,10511048.689605,9037940.36696049,7712870.54354316,7137312.77670825,7665285.84363524,8969568.90639002,10447124.3555498,11649708.089826,12318125.1810971,13736364.3113399,12043616.0794792,9375165.6990018,5947195.14984857,2037418.21898604,2037418.21898603,5947195.14984856,9375165.6990018,12043616.0794792,13736364.3113399,14316274,11649708.089826,10447124.3555498,8969568.90639002,7665285.84363524,7137312.77670825,7712870.54354315,9037940.36696048,10511048.689605,11693528.8200545,12333593.837917,12318125.1810971,8259363.47290949,9719750.8552344,11102762.5015733,12060983.7584511,12410256.5473286,12091281.7425797,11158070.392169,9788426.53048767,8321057.78521689,7295169.17321989,7268986.46885321
7446714.52754977,11274012.580522,4033360.47846248,0,4033360.47846248,7739962.07827832,10819517.9818389,13022540.884662,14170554.9730425,14170554.9730425,13022540.884662,10819517.9818389,7739962.07827832,6900450.97296067,5846229.07962407,6513459.91204052,8350941.89610968,10365611.3723964,11982330.6329809,12909614.4436399,13013963.7602629,12281397.2265467,10814335.5892779,8858455.38144386,10998671.1776913,9202643.33274014,7352174.38964706,6228512.98142623,6614630.26464572,8207125.70651644,10105005.7363512,11703922.3013612,12684545.4898454,12894405.9089083,12303719.7847061,12053417.798086,9396335.83763402,5983440.33045509,2116894.17261917,2067402.92433918,5936838.24083766,9357540.48587165,12025650.0960304,13721891.6044395,14308022.5362469,13736364.3113399,9726916.85652813,7434458.33001154,5560325.27183943,5411400.84519247,7133587.22688155,9427208.82400138,11453215.3833282,12820628.4591043,13338329.6257187,12942335.8234766,11681254.855378,5510160.31841891,6376182.42428368,8401049.52705392,10517968.3234653,12169230.7070739,13079415.2515912,13125325.0462225,12301112.8568011,10717014.1717369,8629133.40487073,6554719.40654194
6887862.97915996,11650470.0907284,7739962.07827832,4033360.47846248,0,4033360.47846248,7739962.07827832,10819517.9818389,13022540.884662,14170554.9730425,14170554.9730425,13022540.884662,10819517.9818389,7709159.0287512,4560853.09904563,2846635.04174439,5036717.60899059,8192397.92562781,10958538.9827511,12941103.9301092,13936266.6361305,13850615.5207316,12692039.4186131,10570142.552652,9162566.66505029,6187618.25465299,3605672.4357844,4015399.8203187,6831025.86006686,9742855.88506245,12065740.8613905,13511316.3255536,13932160.4096302,13287720.50603,11640458.0425981,9396335.83763402,6003145.05350671,2208763.50656528,2169466.0378306,5964580.13919548,9364114.78983663,12020531.5348218,13709855.6252418,14292903.1641586,13721891.6044395,12043616.0794792,7483794.96504372,4048175.06564946,2025157.62387748,4800903.74695734,8198432.26758119,11071397.2613658,13097954.5815746,14092729.8727388,13969035.5568521,12737551.3832884,10506224.8274191,3924660.98263405,2542821.89758963,5292638.73647369,8555727.90219406,11299747.49304,13197167.854981,14067193.9619355,13831675.8342383,12511567.3746295,10227377.2781594,7210107.19541417
7317051.445156,11421003.8561864,10819517.9818389,7739962.07827832,4033360.47846248,0,4033360.47846248,7739962.07827831,10819517.9818389,13022540.884662,14170554.9730425,14170554.9730425,13022540.884662,9214828.86136393,5775471.36950925,1935134.42376264,2341043.41705104,6165403.61903729,9539984.65950799,12151171.1084308,13782179.3806198,14299464.1340409,13660805.6002929,11918337.3752036,7267469.67188891,3502121.82769812,596311.266494478,4568305.38113233,8203251.97565845,11175334.6470057,13242649.6108058,14237464.6260349,14079115.4129648,12780440.2654003,10446751.8204125,5983440.33045509,2208763.50656528,2223235.30797482,5997800.55743359,9387176.03089296,12034257.1984588,13714343.6998452,14288596.8173053,13709855.6252418,12025650.0960304,9375165.6990018,5670588.14873847,2199381.69031318,2918763.61170938,6483231.90548632,9733264.99089592,12243301.8281744,13784220.3249969,14223988.6994891,13525502.3309145,11747793.7479865,9044373.24110595,5299973.79593014,1661109.96495953,3014762.01104339,6713319.63695047,9963711.32294271,12429768.1412657,13899868.2802032,14251592.4238961,13455857.817919,11578558.6590129,8777121.58511678
8473941.86615088,10625527.4670701,13022540.884662,10819517.9818389,7739962.07827832,4033360.47846248,0,4033360.47846248,7739962.07827832,10819517.9818389,13022540.884662,14170554.9730425,14170554.9730425,10769015.8509782,8237501.75667251,5543755.29399089,4048261.69496901,5420000.72069507,8097751.81488822,10653056.1273909,12566069.6350834,13591413.7537434,13617399.741003,12641311.9180658,6119383.3841197,3858119.08746458,4487025.47765742,7178126.10544543,9954627.27714843,12154746.8461348,13491160.1026722,13821490.1757006,13112587.794764,11436459.1619305,8980841.01673134,2116894.17261917,2169466.0378306,5997800.55743359,9399748.19770704,12050756.8894457,13730100.18737,14300145.6966885,13714343.6998452,12020531.5348218,9357540.48587166,5947195.14984857,5534508.11412401,4928187.25410327,6539748.64642759,8955833.3848107,11167651.6757095,12734415.5748145,13441126.4393272,13203745.9838352,12049836.4337374,10123965.8921835,7732106.29605962,8024598.79414545,5541892.18750376,4451507.84215088,5929911.75092728,8478413.9546866,10877345.3627892,12638080.4198961,13525945.1218612,13439925.1883022,12389460.3169857,10496051.499892
9820789.15730342,9417483.67324764,14170554.9730425,13022540.884662,10819517.9818389,7739962.07827831,4033360.47846248,0,4033360.47846248,7739962.07827831,10819517.9818389,13022540.884662,14170554.9730425,11947641.2423871,10646541.955877,8972185.50321519,7391153.24502672,6629464.94227406,7200882.2627528,8707969.40870407,10405078.7694858,11784099.7644839,12566291.6242734,12623728.1464594,6536396.01225608,6731670.91760638,8127422.1098813,9917589.81854017,11487820.6071977,12498715.9608623,12782945.3904816,12298209.6507473,11117764.9744861,9447529.34188256,7687966.41297641,2067402.92433918,5964580.13919548,9387176.03089296,12050756.8894457,13738698.7557244,14314033.7514058,13730100.18737,12034257.1984588,9364114.78983663,5936838.24083767,2037418.21898604,7205340.20240943,8280206.0725607,9796672.91517672,11200556.2526204,12150549.1343218,12469237.5168724,12103698.5285353,11114881.1741112,9689911.25285294,8183725.79624712,7164131.35885748,10620261.0075626,9025010.88974653,7535756.9233933,6828672.25073005,7362401.25151035,8780970.55234567,10395263.121922,11715151.6912956,12465544.8645341,12519411.5490842,11868236.997686
10937859.7715391,8092479.68994429,14170554.9730425,14170554.9730425,13022540.884662,10819517.9818389,7739962.07827832,4033360.47846248,0,4033360.47846248,7739962.07827832,10819517.9818389,13022540.884662,12519411.5490842,12465544.8645341,11715151.6912956,10395263.121922,8780970.55234567,7362401.25151035,6828672.25073005,7535756.92339331,9025010.88974654,10620261.0075626,11868236.997686,8183725.79624712,9689911.25285294,11114881.1741112,12103698.5285353,12469237.5168724,12150549.1343218,11200556.2526204,9796672.91517672,8280206.07256071,7205340.20240944,7164131.35885748,5936838.24083766,9364114.78983663,12034257.1984588,13730100.18737,14314033.7514058,13738698.7557244,12050756.8894457,9387176.03089296,5964580.13919548,2067402.92433919,2037418.21898603,9447529.34188255,11117764.974486,12298209.6507473,12782945.3904816,12498715.9608623,11487820.6071977,9917589.81854018,8127422.1098813,6731670.91760638,6536396.01225607,7687966.4129764,12566291.6242734,11784099.7644839,10405078.7694858,8707969.40870407,7200882.2627528,6629464.94227406,7391153.24502672,8972185.5032152,10646541.955877,11947641.2423871,12623728.1464594
11576355.9192564,7117977.33001815,13022540.884662,14170554.9730425,14170554.9730425,13022540.884662,10819517.9818389,7739962.07827831,4033360.47846248,0,4033360.47846249,7739962.07827833,10819517.9818389,12389460.3169857,13439925.1883022,13525945.1218612,12638080.419896,10877345.3627892,8478413.95468661,5929911.75092728,4451507.84215089,5541892.18750376,8024598.79414546,10496051.499892,10123965.8921835,12049836.4337374,13203745.9838352,13441126.4393272,12734415.5748145,11167651.6757095,8955833.38481071,6539748.6464276,4928187.25410328,5534508.11412401,7732106.29605962,9357540.48587165,12020531.5348218,13714343.6998452,14300145.6966885,13730100.18737,12050756.8894457,9399748.19770705,5997800.55743359,2169466.0378306,2116894.17261916,5947195.14984856,11436459.1619305,13112587.794764,13821490.1757006,13491160.1026722,12154746.8461348,9954627.27714844,7178126.10544544,4487025.47765743,3858119.08746458,6119383.3841197,8980841.01673133,13617399.741003,13591413.7537434,12566069.6350834,10653056.1273909,8097751.81488823,5420000.72069507,4048261.69496902,5543755.2939909,8237501.75667252,10769015.8509782,12641311.9180658
