3985586.93349353,-4294016.0183207,2512821.28035195
-4059923.04963912,4223912.52710616,-2512635.14091946
4542998.73288911,347340.490220603,5520818.99790151
831132.210811522,446423.127674879,7095692.42216695
-3144612.91569914,403769.576367475,6417733.63816131
-6121965.66024852,232922.037462893,3702189.76957841
-7155637.56341128,-11876.602587687,-188773.192422757
-5917445.09950995,-252904.505232734,-4019801.99963725
-2800505.62718339,-413637.014404233,-6574572.07453063
1205574.59434669,-443042.694121876,-7041961.96946704
4828893.40035482,-331785.448845909,-5273578.69522327
6919072.67108059,-115188.667845322,-1830871.44657257
6812495.25656959,137979.701311916,2193124.55004538
1364884.21437385,3154146.57518219,6279122.21368469
-652886.01977141,-234367.403520097,7124446.43997857
-2463369.55571143,-3548471.3875657,5707809.26051236
-3491750.66305066,-5735960.77835998,2478982.97028646
-3411525.6064025,-6102323.15038708,-1536902.89734873
-2248165.27440963,-4531241.0391213,-5064832.95431258
-371028.352568487,-1521521.9141538,-6984714.33468177
1623907.44965209,1971269.6679974,-6686998.26542275
3103264.11058991,4838197.0588854,-4266207.49496391
3597356.34303183,6169031.06864409,-490925.988435719
2949313.35426645,5541241.3023989,3440221.05070345
-1451891.99426504,1657792.334702,6810481.59257195
559692.809613284,-1837098.27860363,6895704.40088522
2393579.10103985,-4748723.16876884,4791589.78463644
3467520.94010801,-6152662.00572446,1166179.26752113
3440549.38102405,-5603174.1284949,-2829484.92720309
2321227.70322524,-3274718.0556048,-5926807.64972549
464932.630663654,93437.8618876961,-7142410.82028183
-1538975.26707665,3431927.91843123,-6090349.02126205
-3054269.39139981,5680805.10971688,-3104644.44034126
-3599854.56438973,6126066.81731814,866762.814018383
-3002511.34854284,4626345.59514066,4562978.99918058
-831132.210811522,-446423.127674879,7095692.42216695
3144612.91569914,-403769.576367475,6417733.63816131
6121965.66024852,-232922.037462893,3702189.76957841
7155637.56341128,11876.6025876861,-188773.192422757
5917445.09950995,252904.505232733,-4019801.99963725
2800505.62718339,413637.014404233,-6574572.07453063
-1205574.59434669,443042.694121876,-7041961.96946704
-4828893.40035482,331785.44884591,-5273578.69522327
-6919072.67108059,115188.667845323,-1830871.44657257
-6812495.25656959,-137979.701311915,2193124.55004538
